antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequents_len,rules_set_sorted,rules_len,rules_sorted
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.90641872,0.91481704,0.90641872,1.0,1.09311475,0.07721143,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.92861428,0.955009,0.92861428,1.0,1.04711055,0.04177929,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.92861428,0.955009,0.92861428,1.0,1.04711055,0.04177929,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.62027594,0.9820036,0.62027594,1.0,1.01832621,0.01116273,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.62027594,0.9820036,0.62027594,1.0,1.01832621,0.01116273,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'sloss'}),frozenset({'is_ftp_login'}),0.30293941,0.9820036,0.30293941,1.0,1.01832621,0.00545182,inf,1,1,"['is_ftp_login', 'sloss']",2,"is_ftp_login,sloss"
frozenset({'sloss'}),frozenset({'ct_ftp_cmd'}),0.30293941,0.9820036,0.30293941,1.0,1.01832621,0.00545182,inf,1,1,"['ct_ftp_cmd', 'sloss']",2,"ct_ftp_cmd,sloss"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.9820036,0.9820036,0.9820036,1.0,1.01832621,0.01767253,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.9820036,0.9820036,0.9820036,1.0,1.01832621,0.01767253,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.71085783,0.99820036,0.71085783,1.0,1.00180288,0.00127929,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.70065987,0.99820036,0.70065987,1.0,1.00180288,0.00126094,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.92861428,0.99820036,0.92861428,1.0,1.00180288,0.00167117,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.92861428,0.99820036,0.92861428,1.0,1.00180288,0.00167117,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'sloss'}),frozenset({'is_sm_ips_ports'}),0.30293941,0.99820036,0.30293941,1.0,1.00180288,0.00054518,inf,1,1,"['is_sm_ips_ports', 'sloss']",2,"is_sm_ips_ports,sloss"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.71085783,0.99820036,0.71085783,1.0,1.00180288,0.00127929,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.955009,0.99820036,0.955009,1.0,1.00180288,0.00171867,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.73725255,0.99820036,0.73725255,1.0,1.00180288,0.00132679,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.85542891,0.99820036,0.85542891,1.0,1.00180288,0.00153946,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.54229154,0.99820036,0.54229154,1.0,1.00180288,0.00097593,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.70665867,0.71505699,0.70665867,1.0,1.39848993,0.20135745,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'proto'}),frozenset({'swin'}),0.71505699,0.71505699,0.71505699,1.0,1.39848993,0.20375049,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'swin'}),frozenset({'proto'}),0.71505699,0.71505699,0.71505699,1.0,1.39848993,0.20375049,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.70665867,0.71505699,0.70665867,1.0,1.39848993,0.20135745,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.55068986,0.85422915,0.55068986,1.0,1.17064607,0.08027453,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.91961608,0.92021596,0.91961608,1.0,1.08670143,0.07337069,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.91961608,0.92621476,0.91961608,1.0,1.07966321,0.0678541,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.92021596,0.92621476,0.92021596,1.0,1.07966321,0.06789836,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.9370126,0.96340732,0.9370126,1.0,1.03798257,0.0342878,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.93761248,0.96340732,0.93761248,1.0,1.03798257,0.03430975,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.60587882,0.98320336,0.60587882,1.0,1.01708359,0.01017673,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.60587882,0.98320336,0.60587882,1.0,1.01708359,0.01017673,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.98320336,0.98320336,0.98320336,1.0,1.01708359,0.01651451,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.98320336,0.98320336,0.98320336,1.0,1.01708359,0.01651451,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.71505699,0.99820036,0.71505699,1.0,1.00180288,0.00128685,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.70665867,0.99820036,0.70665867,1.0,1.00180288,0.00127173,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.9370126,0.99820036,0.9370126,1.0,1.00180288,0.00168629,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.93761248,0.99820036,0.93761248,1.0,1.00180288,0.00168736,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.71505699,0.99820036,0.71505699,1.0,1.00180288,0.00128685,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.96340732,0.99820036,0.96340732,1.0,1.00180288,0.00173379,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.76004799,0.99820036,0.76004799,1.0,1.00180288,0.00136781,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.85422915,0.99820036,0.85422915,1.0,1.00180288,0.00153731,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.55068986,0.99820036,0.55068986,1.0,1.00180288,0.00099104,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.69886023,0.70905819,0.69886023,1.0,1.41032149,0.20332766,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'proto'}),frozenset({'swin'}),0.70905819,0.70905819,0.70905819,1.0,1.41032149,0.20629467,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'swin'}),frozenset({'proto'}),0.70905819,0.70905819,0.70905819,1.0,1.41032149,0.20629467,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.69886023,0.70905819,0.69886023,1.0,1.41032149,0.20332766,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.74625075,0.86142771,0.74625075,1.0,1.16086351,0.10340967,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.55368926,0.86142771,0.55368926,1.0,1.16086351,0.07672599,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.91661668,0.91661668,0.91661668,1.0,1.09096859,0.07643054,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.91661668,0.91661668,0.91661668,1.0,1.09096859,0.07643054,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.91661668,0.92381524,0.91661668,1.0,1.08246753,0.06983222,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.91661668,0.92381524,0.91661668,1.0,1.08246753,0.06983222,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.92921416,0.94961008,0.92921416,1.0,1.0530638,0.04682303,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.92981404,0.94961008,0.92981404,1.0,1.0530638,0.04685326,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.59328134,0.98020396,0.59328134,1.0,1.02019584,0.01174462,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.59328134,0.98020396,0.59328134,1.0,1.02019584,0.01174462,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.98020396,0.98020396,0.98020396,1.0,1.02019584,0.01940416,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
