antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequents_len,rules_set_sorted,rules_len,rules_sorted
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.93941212,0.9610078,0.93941212,1.0,1.04057428,0.03662975,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.59568086,0.97960408,0.59568086,1.0,1.02082058,0.01214946,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.59568086,0.97960408,0.59568086,1.0,1.02082058,0.01214946,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.97960408,0.97960408,0.97960408,1.0,1.02082058,0.01997993,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.97960408,0.97960408,0.97960408,1.0,1.02082058,0.01997993,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.73065387,0.99760048,0.73065387,1.0,1.00240529,0.00175322,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.71625675,0.99760048,0.71625675,1.0,1.00240529,0.00171867,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.94241152,0.99760048,0.94241152,1.0,1.00240529,0.00226134,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.93941212,0.99760048,0.93941212,1.0,1.00240529,0.00225414,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.73065387,0.99760048,0.73065387,1.0,1.00240529,0.00175322,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.9610078,0.99760048,0.9610078,1.0,1.00240529,0.00230596,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.74985003,0.99760048,0.74985003,1.0,1.00240529,0.00179928,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.86742651,0.99760048,0.86742651,1.0,1.00240529,0.00208141,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.56628674,0.99760048,0.56628674,1.0,1.00240529,0.00135882,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'state'}),frozenset({'proto'}),0.69286143,0.70545891,0.69286143,1.0,1.41751701,0.20407616,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'sloss'}),frozenset({'proto'}),0.31973605,0.70545891,0.31973605,1.0,1.41751701,0.09417541,inf,1,1,"['proto', 'sloss']",2,"proto,sloss"
frozenset({'swin'}),frozenset({'proto'}),0.70545891,0.70545891,0.70545891,1.0,1.41751701,0.20778664,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'proto'}),frozenset({'swin'}),0.70545891,0.70545891,0.70545891,1.0,1.41751701,0.20778664,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.69286143,0.70545891,0.69286143,1.0,1.41751701,0.20407616,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'sloss'}),frozenset({'swin'}),0.31973605,0.70545891,0.31973605,1.0,1.41751701,0.09417541,inf,1,1,"['sloss', 'swin']",2,"sloss,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.75644871,0.85062987,0.75644871,1.0,1.17559944,0.11299084,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.5524895,0.85062987,0.5524895,1.0,1.17559944,0.08252543,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'sloss'}),frozenset({'trans_depth'}),0.31973605,0.9160168,0.31973605,1.0,1.09168304,0.02685246,inf,1,1,"['sloss', 'trans_depth']",2,"sloss,trans_depth"
frozenset({'sloss'}),frozenset({'ct_flw_http_mthd'}),0.31973605,0.9160168,0.31973605,1.0,1.09168304,0.02685246,inf,1,1,"['ct_flw_http_mthd', 'sloss']",2,"ct_flw_http_mthd,sloss"
frozenset({'tcprtt'}),frozenset({'trans_depth'}),0.30413917,0.9160168,0.30413917,1.0,1.09168304,0.02554258,inf,1,1,"['tcprtt', 'trans_depth']",2,"tcprtt,trans_depth"
frozenset({'tcprtt'}),frozenset({'ct_flw_http_mthd'}),0.30413917,0.9160168,0.30413917,1.0,1.09168304,0.02554258,inf,1,1,"['ct_flw_http_mthd', 'tcprtt']",2,"ct_flw_http_mthd,tcprtt"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.9160168,0.9160168,0.9160168,1.0,1.09168304,0.07693002,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.9160168,0.9160168,0.9160168,1.0,1.09168304,0.07693002,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'sloss'}),frozenset({'response_body_len'}),0.31973605,0.9220156,0.31973605,1.0,1.08458035,0.02493443,inf,1,1,"['response_body_len', 'sloss']",2,"response_body_len,sloss"
frozenset({'tcprtt'}),frozenset({'response_body_len'}),0.30413917,0.9220156,0.30413917,1.0,1.08458035,0.02371811,inf,1,1,"['response_body_len', 'tcprtt']",2,"response_body_len,tcprtt"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.9160168,0.9220156,0.9160168,1.0,1.08458035,0.07143502,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.9160168,0.9220156,0.9160168,1.0,1.08458035,0.07143502,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.92441512,0.95320936,0.92441512,1.0,1.04908748,0.04325398,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.92741452,0.95320936,0.92741452,1.0,1.04908748,0.04339432,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.64307139,0.97840432,0.64307139,1.0,1.02207235,0.01388756,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.64307139,0.97840432,0.64307139,1.0,1.02207235,0.01388756,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'sloss'}),frozenset({'is_ftp_login'}),0.31973605,0.97840432,0.31973605,1.0,1.02207235,0.00690492,inf,1,1,"['is_ftp_login', 'sloss']",2,"is_ftp_login,sloss"
frozenset({'sloss'}),frozenset({'ct_ftp_cmd'}),0.31973605,0.97840432,0.31973605,1.0,1.02207235,0.00690492,inf,1,1,"['ct_ftp_cmd', 'sloss']",2,"ct_ftp_cmd,sloss"
frozenset({'tcprtt'}),frozenset({'is_ftp_login'}),0.30413917,0.97840432,0.30413917,1.0,1.02207235,0.00656809,inf,1,1,"['is_ftp_login', 'tcprtt']",2,"is_ftp_login,tcprtt"
frozenset({'tcprtt'}),frozenset({'ct_ftp_cmd'}),0.30413917,0.97840432,0.30413917,1.0,1.02207235,0.00656809,inf,1,1,"['ct_ftp_cmd', 'tcprtt']",2,"ct_ftp_cmd,tcprtt"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.97840432,0.97840432,0.97840432,1.0,1.02207235,0.02112931,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.97840432,0.97840432,0.97840432,1.0,1.02207235,0.02112931,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.70545891,0.99880024,0.70545891,1.0,1.0012012,0.00084638,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.69286143,0.99880024,0.69286143,1.0,1.0012012,0.00083127,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.92441512,0.99880024,0.92441512,1.0,1.0012012,0.00110908,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.92741452,0.99880024,0.92741452,1.0,1.0012012,0.00111267,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'sloss'}),frozenset({'is_sm_ips_ports'}),0.31973605,0.99880024,0.31973605,1.0,1.0012012,0.00038361,inf,1,1,"['is_sm_ips_ports', 'sloss']",2,"is_sm_ips_ports,sloss"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.70545891,0.99880024,0.70545891,1.0,1.0012012,0.00084638,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.95320936,0.99880024,0.95320936,1.0,1.0012012,0.00114362,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.75644871,0.99880024,0.75644871,1.0,1.0012012,0.00090756,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.85062987,0.99880024,0.85062987,1.0,1.0012012,0.00102055,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.5524895,0.99880024,0.5524895,1.0,1.0012012,0.00066285,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'sloss'}),frozenset({'state'}),0.30353929,0.72345531,0.30353929,1.0,1.38225539,0.08394218,inf,1,1,"['sloss', 'state']",2,"sloss,state"
frozenset({'state'}),frozenset({'swin'}),0.72345531,0.73365327,0.72345531,1.0,1.3630417,0.19268996,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'sloss'}),frozenset({'swin'}),0.30353929,0.73365327,0.30353929,1.0,1.3630417,0.0808467,inf,1,1,"['sloss', 'swin']",2,"sloss,swin"
frozenset({'state'}),frozenset({'proto'}),0.72345531,0.73425315,0.72345531,1.0,1.3619281,0.19225597,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'sloss'}),frozenset({'proto'}),0.30353929,0.73425315,0.30353929,1.0,1.3619281,0.08066461,inf,1,1,"['proto', 'sloss']",2,"proto,sloss"
frozenset({'swin'}),frozenset({'proto'}),0.73365327,0.73425315,0.73365327,1.0,1.3619281,0.19496605,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.74325135,0.84523095,0.74325135,1.0,1.18310859,0.1150323,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.52789442,0.84523095,0.52789442,1.0,1.18310859,0.08170172,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'sloss'}),frozenset({'trans_depth'}),0.30353929,0.91421716,0.30353929,1.0,1.09383202,0.02603846,inf,1,1,"['sloss', 'trans_depth']",2,"sloss,trans_depth"
frozenset({'sloss'}),frozenset({'ct_flw_http_mthd'}),0.30353929,0.91421716,0.30353929,1.0,1.09383202,0.02603846,inf,1,1,"['ct_flw_http_mthd', 'sloss']",2,"ct_flw_http_mthd,sloss"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.91421716,0.91421716,0.91421716,1.0,1.09383202,0.07842415,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.91421716,0.91421716,0.91421716,1.0,1.09383202,0.07842415,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'sloss'}),frozenset({'response_body_len'}),0.30353929,0.92381524,0.30353929,1.0,1.08246753,0.02312507,inf,1,1,"['response_body_len', 'sloss']",2,"response_body_len,sloss"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.91421716,0.92381524,0.91421716,1.0,1.08246753,0.06964942,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.91421716,0.92381524,0.91421716,1.0,1.08246753,0.06964942,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.93221356,0.95440912,0.93221356,1.0,1.0477687,0.04250044,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
frozenset({'dttl'}),frozenset({'ct_state_ttl'}),0.93161368,0.95440912,0.93161368,1.0,1.0477687,0.04247309,inf,1,1,"['ct_state_ttl', 'dttl']",2,"ct_state_ttl,dttl"
frozenset({'service'}),frozenset({'is_ftp_login'}),0.64787043,0.985003,0.64787043,1.0,1.01522533,0.00971611,inf,1,1,"['is_ftp_login', 'service']",2,"is_ftp_login,service"
frozenset({'service'}),frozenset({'ct_ftp_cmd'}),0.64787043,0.985003,0.64787043,1.0,1.01522533,0.00971611,inf,1,1,"['ct_ftp_cmd', 'service']",2,"ct_ftp_cmd,service"
frozenset({'sloss'}),frozenset({'is_ftp_login'}),0.30353929,0.985003,0.30353929,1.0,1.01522533,0.00455218,inf,1,1,"['is_ftp_login', 'sloss']",2,"is_ftp_login,sloss"
frozenset({'sloss'}),frozenset({'ct_ftp_cmd'}),0.30353929,0.985003,0.30353929,1.0,1.01522533,0.00455218,inf,1,1,"['ct_ftp_cmd', 'sloss']",2,"ct_ftp_cmd,sloss"
frozenset({'ct_ftp_cmd'}),frozenset({'is_ftp_login'}),0.985003,0.985003,0.985003,1.0,1.01522533,0.01477209,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'is_ftp_login'}),frozenset({'ct_ftp_cmd'}),0.985003,0.985003,0.985003,1.0,1.01522533,0.01477209,inf,1,1,"['ct_ftp_cmd', 'is_ftp_login']",2,"ct_ftp_cmd,is_ftp_login"
frozenset({'proto'}),frozenset({'is_sm_ips_ports'}),0.73425315,0.99820036,0.73425315,1.0,1.00180288,0.00132139,inf,1,1,"['is_sm_ips_ports', 'proto']",2,"is_sm_ips_ports,proto"
frozenset({'state'}),frozenset({'is_sm_ips_ports'}),0.72345531,0.99820036,0.72345531,1.0,1.00180288,0.00130196,inf,1,1,"['is_sm_ips_ports', 'state']",2,"is_sm_ips_ports,state"
frozenset({'sttl'}),frozenset({'is_sm_ips_ports'}),0.93221356,0.99820036,0.93221356,1.0,1.00180288,0.00167765,inf,1,1,"['is_sm_ips_ports', 'sttl']",2,"is_sm_ips_ports,sttl"
frozenset({'dttl'}),frozenset({'is_sm_ips_ports'}),0.93161368,0.99820036,0.93161368,1.0,1.00180288,0.00167657,inf,1,1,"['dttl', 'is_sm_ips_ports']",2,"dttl,is_sm_ips_ports"
frozenset({'sloss'}),frozenset({'is_sm_ips_ports'}),0.30353929,0.99820036,0.30353929,1.0,1.00180288,0.00054626,inf,1,1,"['is_sm_ips_ports', 'sloss']",2,"is_sm_ips_ports,sloss"
frozenset({'swin'}),frozenset({'is_sm_ips_ports'}),0.73365327,0.99820036,0.73365327,1.0,1.00180288,0.00132031,inf,1,1,"['is_sm_ips_ports', 'swin']",2,"is_sm_ips_ports,swin"
frozenset({'ct_state_ttl'}),frozenset({'is_sm_ips_ports'}),0.95440912,0.99820036,0.95440912,1.0,1.00180288,0.00171759,inf,1,1,"['ct_state_ttl', 'is_sm_ips_ports']",2,"ct_state_ttl,is_sm_ips_ports"
frozenset({'ct_src_dport_ltm'}),frozenset({'is_sm_ips_ports'}),0.74325135,0.99820036,0.74325135,1.0,1.00180288,0.00133758,inf,1,1,"['ct_src_dport_ltm', 'is_sm_ips_ports']",2,"ct_src_dport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_sport_ltm'}),frozenset({'is_sm_ips_ports'}),0.84523095,0.99820036,0.84523095,1.0,1.00180288,0.00152111,inf,1,1,"['ct_dst_sport_ltm', 'is_sm_ips_ports']",2,"ct_dst_sport_ltm,is_sm_ips_ports"
frozenset({'ct_dst_src_ltm'}),frozenset({'is_sm_ips_ports'}),0.52789442,0.99820036,0.52789442,1.0,1.00180288,0.00095002,inf,1,1,"['ct_dst_src_ltm', 'is_sm_ips_ports']",2,"ct_dst_src_ltm,is_sm_ips_ports"
frozenset({'dtcpb'}),frozenset({'stcpb'}),0.30113977,0.30113977,0.30113977,1.0,3.32071713,0.21045461,inf,1,1,"['dtcpb', 'stcpb']",2,"dtcpb,stcpb"
frozenset({'stcpb'}),frozenset({'dtcpb'}),0.30113977,0.30113977,0.30113977,1.0,3.32071713,0.21045461,inf,1,1,"['dtcpb', 'stcpb']",2,"dtcpb,stcpb"
frozenset({'stcpb'}),frozenset({'sloss'}),0.30113977,0.30413917,0.30113977,1.0,3.28796844,0.20955137,inf,1,1,"['sloss', 'stcpb']",2,"sloss,stcpb"
frozenset({'dtcpb'}),frozenset({'sloss'}),0.30113977,0.30413917,0.30113977,1.0,3.28796844,0.20955137,inf,1,1,"['dtcpb', 'sloss']",2,"dtcpb,sloss"
frozenset({'sloss'}),frozenset({'tcprtt'}),0.30413917,0.30833833,0.30413917,1.0,3.24319066,0.21036141,inf,1,1,"['sloss', 'tcprtt']",2,"sloss,tcprtt"
frozenset({'stcpb'}),frozenset({'tcprtt'}),0.30113977,0.30833833,0.30113977,1.0,3.24319066,0.20828684,inf,1,1,"['stcpb', 'tcprtt']",2,"stcpb,tcprtt"
frozenset({'dtcpb'}),frozenset({'tcprtt'}),0.30113977,0.30833833,0.30113977,1.0,3.24319066,0.20828684,inf,1,1,"['dtcpb', 'tcprtt']",2,"dtcpb,tcprtt"
frozenset({'state'}),frozenset({'proto'}),0.68446311,0.69886023,0.68446311,1.0,1.43090129,0.20611906,inf,1,1,"['proto', 'state']",2,"proto,state"
frozenset({'swin'}),frozenset({'proto'}),0.69886023,0.69886023,0.69886023,1.0,1.43090129,0.21045461,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'proto'}),frozenset({'swin'}),0.69886023,0.69886023,0.69886023,1.0,1.43090129,0.21045461,inf,1,1,"['proto', 'swin']",2,"proto,swin"
frozenset({'state'}),frozenset({'swin'}),0.68446311,0.69886023,0.68446311,1.0,1.43090129,0.20611906,inf,1,1,"['state', 'swin']",2,"state,swin"
frozenset({'ct_src_dport_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.74205159,0.85782843,0.74205159,1.0,1.16573427,0.10549864,inf,1,1,"['ct_dst_sport_ltm', 'ct_src_dport_ltm']",2,"ct_dst_sport_ltm,ct_src_dport_ltm"
frozenset({'ct_dst_src_ltm'}),frozenset({'ct_dst_sport_ltm'}),0.53509298,0.85782843,0.53509298,1.0,1.16573427,0.07607501,inf,1,1,"['ct_dst_sport_ltm', 'ct_dst_src_ltm']",2,"ct_dst_sport_ltm,ct_dst_src_ltm"
frozenset({'sloss'}),frozenset({'trans_depth'}),0.30413917,0.91181764,0.30413917,1.0,1.09671053,0.02681971,inf,1,1,"['sloss', 'trans_depth']",2,"sloss,trans_depth"
frozenset({'sloss'}),frozenset({'ct_flw_http_mthd'}),0.30413917,0.91181764,0.30413917,1.0,1.09671053,0.02681971,inf,1,1,"['ct_flw_http_mthd', 'sloss']",2,"ct_flw_http_mthd,sloss"
frozenset({'stcpb'}),frozenset({'trans_depth'}),0.30113977,0.91181764,0.30113977,1.0,1.09671053,0.02655522,inf,1,1,"['stcpb', 'trans_depth']",2,"stcpb,trans_depth"
frozenset({'stcpb'}),frozenset({'ct_flw_http_mthd'}),0.30113977,0.91181764,0.30113977,1.0,1.09671053,0.02655522,inf,1,1,"['ct_flw_http_mthd', 'stcpb']",2,"ct_flw_http_mthd,stcpb"
frozenset({'dtcpb'}),frozenset({'trans_depth'}),0.30113977,0.91181764,0.30113977,1.0,1.09671053,0.02655522,inf,1,1,"['dtcpb', 'trans_depth']",2,"dtcpb,trans_depth"
frozenset({'dtcpb'}),frozenset({'ct_flw_http_mthd'}),0.30113977,0.91181764,0.30113977,1.0,1.09671053,0.02655522,inf,1,1,"['ct_flw_http_mthd', 'dtcpb']",2,"ct_flw_http_mthd,dtcpb"
frozenset({'tcprtt'}),frozenset({'trans_depth'}),0.30833833,0.91181764,0.30833833,1.0,1.09671053,0.02719,inf,1,1,"['tcprtt', 'trans_depth']",2,"tcprtt,trans_depth"
frozenset({'tcprtt'}),frozenset({'ct_flw_http_mthd'}),0.30833833,0.91181764,0.30833833,1.0,1.09671053,0.02719,inf,1,1,"['ct_flw_http_mthd', 'tcprtt']",2,"ct_flw_http_mthd,tcprtt"
frozenset({'ct_flw_http_mthd'}),frozenset({'trans_depth'}),0.91181764,0.91181764,0.91181764,1.0,1.09671053,0.08040623,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'trans_depth'}),frozenset({'ct_flw_http_mthd'}),0.91181764,0.91181764,0.91181764,1.0,1.09671053,0.08040623,inf,1,1,"['ct_flw_http_mthd', 'trans_depth']",2,"ct_flw_http_mthd,trans_depth"
frozenset({'sloss'}),frozenset({'response_body_len'}),0.30413917,0.91781644,0.30413917,1.0,1.08954248,0.02499524,inf,1,1,"['response_body_len', 'sloss']",2,"response_body_len,sloss"
frozenset({'stcpb'}),frozenset({'response_body_len'}),0.30113977,0.91781644,0.30113977,1.0,1.08954248,0.02474874,inf,1,1,"['response_body_len', 'stcpb']",2,"response_body_len,stcpb"
frozenset({'dtcpb'}),frozenset({'response_body_len'}),0.30113977,0.91781644,0.30113977,1.0,1.08954248,0.02474874,inf,1,1,"['dtcpb', 'response_body_len']",2,"dtcpb,response_body_len"
frozenset({'tcprtt'}),frozenset({'response_body_len'}),0.30833833,0.91781644,0.30833833,1.0,1.08954248,0.02534034,inf,1,1,"['response_body_len', 'tcprtt']",2,"response_body_len,tcprtt"
frozenset({'trans_depth'}),frozenset({'response_body_len'}),0.91181764,0.91781644,0.91181764,1.0,1.08954248,0.07493642,inf,1,1,"['response_body_len', 'trans_depth']",2,"response_body_len,trans_depth"
frozenset({'ct_flw_http_mthd'}),frozenset({'response_body_len'}),0.91181764,0.91781644,0.91181764,1.0,1.08954248,0.07493642,inf,1,1,"['ct_flw_http_mthd', 'response_body_len']",2,"ct_flw_http_mthd,response_body_len"
frozenset({'sttl'}),frozenset({'ct_state_ttl'}),0.93581284,0.95980804,0.93581284,1.0,1.041875,0.03761215,inf,1,1,"['ct_state_ttl', 'sttl']",2,"ct_state_ttl,sttl"
